0﻿番号,1都道府県,2都道府県(かな),3都道府県(ｶﾅ),4都道府県(カナ),5市区町村,6市区町村(かな),7市区町村(カナ),8市区町村(ｶﾅ),9市区町村(略),10市区町村(略)(かな),11市区町村(略)(カナ),12市区町村(略)(ｶﾅ),13都道府県+市区町村
114,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,猿払村,さるふつむら,サルフツムラ,ｻﾙﾌﾂﾑﾗ,猿払,さるふつ,サルフツ,ｻﾙﾌﾂ,北海道猿払村
115,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,浜頓別町,はまとんべつちょう,ハマトンベツチョウ,ﾊﾏﾄﾝﾍﾞﾂﾁｮｳ,浜頓別,はまとんべつ,ハマトンベツ,ﾊﾏﾄﾝﾍﾞﾂ,北海道浜頓別町
116,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,中頓別町,なかとんべつちょう,ナカトンベツチョウ,ﾅｶﾄﾝﾍﾞﾂﾁｮｳ,中頓別,なかとんべつ,ナカトンベツ,ﾅｶﾄﾝﾍﾞﾂ,北海道中頓別町
117,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,枝幸町,えさしちょう,エサシチョウ,ｴｻｼﾁｮｳ,枝幸,えさし,エサシ,ｴｻｼ,北海道枝幸町
118,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,豊富町,とよとみちょう,トヨトミチョウ,ﾄﾖﾄﾐﾁｮｳ,豊富,とよとみ,トヨトミ,ﾄﾖﾄﾐ,北海道豊富町
119,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,礼文町,れぶんちょう,レブンチョウ,ﾚﾌﾞﾝﾁｮｳ,礼文,れぶん,レブン,ﾚﾌﾞﾝ,北海道礼文町
120,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,利尻町,りしりちょう,リシリチョウ,ﾘｼﾘﾁｮｳ,利尻,りしり,リシリ,ﾘｼﾘ,北海道利尻町
121,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,利尻富士町,りしりふじちょう,リシリフジチョウ,ﾘｼﾘﾌｼﾞﾁｮｳ,利尻富士,りしりふじ,リシリフジ,ﾘｼﾘﾌｼﾞ,北海道利尻富士町
122,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,幌延町,ほろのべちょう,ホロノベチョウ,ﾎﾛﾉﾍﾞﾁｮｳ,幌延,ほろのべ,ホロノベ,ﾎﾛﾉﾍﾞ,北海道幌延町
123,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,美幌町,びほろちょう,ビホロチョウ,ﾋﾞﾎﾛﾁｮｳ,美幌,びほろ,ビホロ,ﾋﾞﾎﾛ,北海道美幌町
124,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,津別町,つべつちょう,ツベツチョウ,ﾂﾍﾞﾂﾁｮｳ,津別,つべつ,ツベツ,ﾂﾍﾞﾂ,北海道津別町
125,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,斜里町,しゃりちょう,シャリチョウ,ｼｬﾘﾁｮｳ,斜里,しゃり,シャリ,ｼｬﾘ,北海道斜里町
126,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,清里町,きよさとちょう,キヨサトチョウ,ｷﾖｻﾄﾁｮｳ,清里,きよさと,キヨサト,ｷﾖｻﾄ,北海道清里町
127,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,小清水町,こしみずちょう,コシミズチョウ,ｺｼﾐｽﾞﾁｮｳ,小清水,こしみず,コシミズ,ｺｼﾐｽﾞ,北海道小清水町
128,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,訓子府町,くんねっぷちょう,クンネップチョウ,ｸﾝﾈｯﾌﾟﾁｮｳ,訓子府,くんねっぷ,クンネップ,ｸﾝﾈｯﾌﾟ,北海道訓子府町
129,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,置戸町,おけとちょう,オケトチョウ,ｵｹﾄﾁｮｳ,置戸,おけと,オケト,ｵｹﾄ,北海道置戸町
130,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,佐呂間町,さろまちょう,サロマチョウ,ｻﾛﾏﾁｮｳ,佐呂間,さろま,サロマ,ｻﾛﾏ,北海道佐呂間町
131,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,遠軽町,えんがるちょう,エンガルチョウ,ｴﾝｶﾞﾙﾁｮｳ,遠軽,えんがる,エンガル,ｴﾝｶﾞﾙ,北海道遠軽町
132,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,湧別町,ゆうべつちょう,ユウベツチョウ,ﾕｳﾍﾞﾂﾁｮｳ,湧別,ゆうべつ,ユウベツ,ﾕｳﾍﾞﾂ,北海道湧別町
133,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,滝上町,たきのうえちょう,タキノウエチョウ,ﾀｷﾉｳｴﾁｮｳ,滝上,たきのうえ,タキノウエ,ﾀｷﾉｳｴ,北海道滝上町
134,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,興部町,おこっぺちょう,オコッペチョウ,ｵｺｯﾍﾟﾁｮｳ,興部,おこっぺ,オコッペ,ｵｺｯﾍﾟ,北海道興部町
135,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,西興部村,にしおこっぺむら,ニシオコッペムラ,ﾆｼｵｺｯﾍﾟﾑﾗ,西興部,にしおこっぺ,ニシオコッペ,ﾆｼｵｺｯﾍﾟ,北海道西興部村
136,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,雄武町,おうむちょう,オウムチョウ,ｵｳﾑﾁｮｳ,雄武,おうむ,オウム,ｵｳﾑ,北海道雄武町
137,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,大空町,おおぞらちょう,オオゾラチョウ,ｵｵｿﾞﾗﾁｮｳ,大空,おおぞら,オオゾラ,ｵｵｿﾞﾗ,北海道大空町
138,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,豊浦町,とようらちょう,トヨウラチョウ,ﾄﾖｳﾗﾁｮｳ,豊浦,とようら,トヨウラ,ﾄﾖｳﾗ,北海道豊浦町
139,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,壮瞥町,そうべつちょう,ソウベツチョウ,ｿｳﾍﾞﾂﾁｮｳ,壮瞥,そうべつ,ソウベツ,ｿｳﾍﾞﾂ,北海道壮瞥町
140,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,白老町,しらおいちょう,シラオイチョウ,ｼﾗｵｲﾁｮｳ,白老,しらおい,シラオイ,ｼﾗｵｲ,北海道白老町
141,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,厚真町,あつまちょう,アツマチョウ,ｱﾂﾏﾁｮｳ,厚真,あつま,アツマ,ｱﾂﾏ,北海道厚真町
142,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,洞爺湖町,とうやこちょう,トウヤコチョウ,ﾄｳﾔｺﾁｮｳ,洞爺湖,とうやこ,トウヤコ,ﾄｳﾔｺ,北海道洞爺湖町
143,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,安平町,あびらちょう,アビラチョウ,ｱﾋﾞﾗﾁｮｳ,安平,あびら,アビラ,ｱﾋﾞﾗ,北海道安平町
144,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,むかわ町,むかわちょう,ムカワチョウ,ﾑｶﾜﾁｮｳ,むかわ,むかわ,ムカワ,ﾑｶﾜ,北海道むかわ町
145,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,日高町,ひだかちょう,ヒダカチョウ,ﾋﾀﾞｶﾁｮｳ,日高,ひだか,ヒダカ,ﾋﾀﾞｶ,北海道日高町
146,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,平取町,びらとりちょう,ビラトリチョウ,ﾋﾞﾗﾄﾘﾁｮｳ,平取,びらとり,ビラトリ,ﾋﾞﾗﾄﾘ,北海道平取町
147,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,新冠町,にいかっぷちょう,ニイカップチョウ,ﾆｲｶｯﾌﾟﾁｮｳ,新冠,にいかっぷ,ニイカップ,ﾆｲｶｯﾌﾟ,北海道新冠町
148,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,浦河町,うらかわちょう,ウラカワチョウ,ｳﾗｶﾜﾁｮｳ,浦河,うらかわ,ウラカワ,ｳﾗｶﾜ,北海道浦河町
149,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,様似町,さまにちょう,サマニチョウ,ｻﾏﾆﾁｮｳ,様似,さまに,サマニ,ｻﾏﾆ,北海道様似町
150,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,えりも町,えりもちょう,エリモチョウ,ｴﾘﾓﾁｮｳ,えりも,えりも,エリモ,ｴﾘﾓ,北海道えりも町
151,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,新ひだか町,しんひだかちょう,シンヒダカチョウ,ｼﾝﾋﾀﾞｶﾁｮｳ,新ひだか,しんひだか,シンヒダカ,ｼﾝﾋﾀﾞｶ,北海道新ひだか町
152,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,音更町,おとふけちょう,オトフケチョウ,ｵﾄﾌｹﾁｮｳ,音更,おとふけ,オトフケ,ｵﾄﾌｹ,北海道音更町
153,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,士幌町,しほろちょう,シホロチョウ,ｼﾎﾛﾁｮｳ,士幌,しほろ,シホロ,ｼﾎﾛ,北海道士幌町
154,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,上士幌町,かみしほろちょう,カミシホロチョウ,ｶﾐｼﾎﾛﾁｮｳ,上士幌,かみしほろ,カミシホロ,ｶﾐｼﾎﾛ,北海道上士幌町
155,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,鹿追町,しかおいちょう,シカオイチョウ,ｼｶｵｲﾁｮｳ,鹿追,しかおい,シカオイ,ｼｶｵｲ,北海道鹿追町
156,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,新得町,しんとくちょう,シントクチョウ,ｼﾝﾄｸﾁｮｳ,新得,しんとく,シントク,ｼﾝﾄｸ,北海道新得町
157,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,清水町,しみずちょう,シミズチョウ,ｼﾐｽﾞﾁｮｳ,清水,しみず,シミズ,ｼﾐｽﾞ,北海道清水町
158,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,芽室町,めむろちょう,メムロチョウ,ﾒﾑﾛﾁｮｳ,芽室,めむろ,メムロ,ﾒﾑﾛ,北海道芽室町
159,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,中札内村,なかさつないむら,ナカサツナイムラ,ﾅｶｻﾂﾅｲﾑﾗ,中札内,なかさつない,ナカサツナイ,ﾅｶｻﾂﾅｲ,北海道中札内村
160,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,更別村,さらべつむら,サラベツムラ,ｻﾗﾍﾞﾂﾑﾗ,更別,さらべつ,サラベツ,ｻﾗﾍﾞﾂ,北海道更別村
161,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,大樹町,たいきちょう,タイキチョウ,ﾀｲｷﾁｮｳ,大樹,たいき,タイキ,ﾀｲｷ,北海道大樹町
162,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,広尾町,ひろおちょう,ヒロオチョウ,ﾋﾛｵﾁｮｳ,広尾,ひろお,ヒロオ,ﾋﾛｵ,北海道広尾町
163,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,幕別町,まくべつちょう,マクベツチョウ,ﾏｸﾍﾞﾂﾁｮｳ,幕別,まくべつ,マクベツ,ﾏｸﾍﾞﾂ,北海道幕別町
164,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,池田町,いけだちょう,イケダチョウ,ｲｹﾀﾞﾁｮｳ,池田,いけだ,イケダ,ｲｹﾀﾞ,北海道池田町
165,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,豊頃町,とよころちょう,トヨコロチョウ,ﾄﾖｺﾛﾁｮｳ,豊頃,とよころ,トヨコロ,ﾄﾖｺﾛ,北海道豊頃町
166,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,本別町,ほんべつちょう,ホンベツチョウ,ﾎﾝﾍﾞﾂﾁｮｳ,本別,ほんべつ,ホンベツ,ﾎﾝﾍﾞﾂ,北海道本別町
167,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,足寄町,あしょろちょう,アショロチョウ,ｱｼｮﾛﾁｮｳ,足寄,あしょろ,アショロ,ｱｼｮﾛ,北海道足寄町
168,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,陸別町,りくべつちょう,リクベツチョウ,ﾘｸﾍﾞﾂﾁｮｳ,陸別,りくべつ,リクベツ,ﾘｸﾍﾞﾂ,北海道陸別町
169,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,浦幌町,うらほろちょう,ウラホロチョウ,ｳﾗﾎﾛﾁｮｳ,浦幌,うらほろ,ウラホロ,ｳﾗﾎﾛ,北海道浦幌町
170,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,釧路町,くしろちょう,クシロチョウ,ｸｼﾛﾁｮｳ,釧路,くしろ,クシロ,ｸｼﾛ,北海道釧路町
171,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,厚岸町,あっけしちょう,アッケシチョウ,ｱｯｹｼﾁｮｳ,厚岸,あっけし,アッケシ,ｱｯｹｼ,北海道厚岸町
172,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,浜中町,はまなかちょう,ハマナカチョウ,ﾊﾏﾅｶﾁｮｳ,浜中,はまなか,ハマナカ,ﾊﾏﾅｶ,北海道浜中町
173,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,標茶町,しべちゃちょう,シベチャチョウ,ｼﾍﾞﾁｬﾁｮｳ,標茶,しべちゃ,シベチャ,ｼﾍﾞﾁｬ,北海道標茶町
174,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,弟子屈町,てしかがちょう,テシカガチョウ,ﾃｼｶｶﾞﾁｮｳ,弟子屈,てしかが,テシカガ,ﾃｼｶｶﾞ,北海道弟子屈町
175,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,鶴居村,つるいむら,ツルイムラ,ﾂﾙｲﾑﾗ,鶴居,つるい,ツルイ,ﾂﾙｲ,北海道鶴居村
176,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,白糠町,しらぬかちょう,シラヌカチョウ,ｼﾗﾇｶﾁｮｳ,白糠,しらぬか,シラヌカ,ｼﾗﾇｶ,北海道白糠町
177,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,別海町,べつかいちょう,ベツカイチョウ,ﾍﾞﾂｶｲﾁｮｳ,別海,べつかい,ベツカイ,ﾍﾞﾂｶｲ,北海道別海町
178,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,中標津町,なかしべつちょう,ナカシベツチョウ,ﾅｶｼﾍﾞﾂﾁｮｳ,中標津,なかしべつ,ナカシベツ,ﾅｶｼﾍﾞﾂ,北海道中標津町
179,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,標津町,しべつちょう,シベツチョウ,ｼﾍﾞﾂﾁｮｳ,標津,しべつ,シベツ,ｼﾍﾞﾂ,北海道標津町
180,北海道,ほっかいどう,ホッカイドウ,ﾎｯｶｲﾄﾞｳ,羅臼町,らうすちょう,ラウスチョウ,ﾗｳｽﾁｮｳ,羅臼,らうす,ラウス,ﾗｳｽ,北海道羅臼町
181,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,,,,,,,,,青森県
182,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,青森市,あおもりし,アオモリシ,ｱｵﾓﾘｼ,青森,あおもり,アオモリ,ｱｵﾓﾘ,青森県青森市
183,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,弘前市,ひろさきし,ヒロサキシ,ﾋﾛｻｷｼ,弘前,ひろさき,ヒロサキ,ﾋﾛｻｷ,青森県弘前市
184,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,八戸市,はちのへし,ハチノヘシ,ﾊﾁﾉﾍｼ,八戸,はちのへ,ハチノヘ,ﾊﾁﾉﾍ,青森県八戸市
185,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,黒石市,くろいしし,クロイシシ,ｸﾛｲｼｼ,黒石,くろいし,クロイシ,ｸﾛｲｼ,青森県黒石市
186,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,五所川原市,ごしょがわらし,ゴショガワラシ,ｺﾞｼｮｶﾞﾜﾗｼ,五所川原,ごしょがわら,ゴショガワラ,ｺﾞｼｮｶﾞﾜﾗ,青森県五所川原市
187,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,十和田市,とわだし,トワダシ,ﾄﾜﾀﾞｼ,十和田,とわだ,トワダ,ﾄﾜﾀﾞ,青森県十和田市
188,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,三沢市,みさわし,ミサワシ,ﾐｻﾜｼ,三沢,みさわ,ミサワ,ﾐｻﾜ,青森県三沢市
189,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,むつ市,むつし,ムツシ,ﾑﾂｼ,むつ,むつ,ムツ,ﾑﾂ,青森県むつ市
190,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,つがる市,つがるし,ツガルシ,ﾂｶﾞﾙｼ,つがる,つがる,ツガル,ﾂｶﾞﾙ,青森県つがる市
191,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,平川市,ひらかわし,ヒラカワシ,ﾋﾗｶﾜｼ,平川,ひらかわ,ヒラカワ,ﾋﾗｶﾜ,青森県平川市
192,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,平内町,ひらないまち,ヒラナイマチ,ﾋﾗﾅｲﾏﾁ,平内,ひらない,ヒラナイ,ﾋﾗﾅｲ,青森県平内町
193,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,今別町,いまべつまち,イマベツマチ,ｲﾏﾍﾞﾂﾏﾁ,今別,いまべつ,イマベツ,ｲﾏﾍﾞﾂ,青森県今別町
194,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,蓬田村,よもぎたむら,ヨモギタムラ,ﾖﾓｷﾞﾀﾑﾗ,蓬田,よもぎた,ヨモギタ,ﾖﾓｷﾞﾀ,青森県蓬田村
195,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,外ヶ浜町,そとがはままち,ソトガハママチ,ｿﾄｶﾞﾊﾏﾏﾁ,外ヶ浜,そとがはま,ソトガハマ,ｿﾄｶﾞﾊﾏ,青森県外ヶ浜町
196,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,鰺ヶ沢町,あじがさわまち,アジガサワマチ,ｱｼﾞｶﾞｻﾜﾏﾁ,鰺ヶ沢,あじがさわ,アジガサワ,ｱｼﾞｶﾞｻﾜ,青森県鰺ヶ沢町
197,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,深浦町,ふかうらまち,フカウラマチ,ﾌｶｳﾗﾏﾁ,深浦,ふかうら,フカウラ,ﾌｶｳﾗ,青森県深浦町
198,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,西目屋村,にしめやむら,ニシメヤムラ,ﾆｼﾒﾔﾑﾗ,西目屋,にしめや,ニシメヤ,ﾆｼﾒﾔ,青森県西目屋村
199,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,藤崎町,ふじさきまち,フジサキマチ,ﾌｼﾞｻｷﾏﾁ,藤崎,ふじさき,フジサキ,ﾌｼﾞｻｷ,青森県藤崎町
200,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,大鰐町,おおわにまち,オオワニマチ,ｵｵﾜﾆﾏﾁ,大鰐,おおわに,オオワニ,ｵｵﾜﾆ,青森県大鰐町
201,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,田舎館村,いなかだてむら,イナカダテムラ,ｲﾅｶﾀﾞﾃﾑﾗ,田舎館,いなかだて,イナカダテ,ｲﾅｶﾀﾞﾃ,青森県田舎館村
202,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,板柳町,いたやなぎまち,イタヤナギマチ,ｲﾀﾔﾅｷﾞﾏﾁ,板柳,いたやなぎ,イタヤナギ,ｲﾀﾔﾅｷﾞ,青森県板柳町
203,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,鶴田町,つるたまち,ツルタマチ,ﾂﾙﾀﾏﾁ,鶴田,つるた,ツルタ,ﾂﾙﾀ,青森県鶴田町
204,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,中泊町,なかどまりまち,ナカドマリマチ,ﾅｶﾄﾞﾏﾘﾏﾁ,中泊,なかどまり,ナカドマリ,ﾅｶﾄﾞﾏﾘ,青森県中泊町
205,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,野辺地町,のへじまち,ノヘジマチ,ﾉﾍｼﾞﾏﾁ,野辺地,のへじ,ノヘジ,ﾉﾍｼﾞ,青森県野辺地町
206,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,七戸町,しちのへまち,シチノヘマチ,ｼﾁﾉﾍﾏﾁ,七戸,しちのへ,シチノヘ,ｼﾁﾉﾍ,青森県七戸町
207,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,六戸町,ろくのへまち,ロクノヘマチ,ﾛｸﾉﾍﾏﾁ,六戸,ろくのへ,ロクノヘ,ﾛｸﾉﾍ,青森県六戸町
208,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,横浜町,よこはままち,ヨコハママチ,ﾖｺﾊﾏﾏﾁ,横浜,よこはま,ヨコハマ,ﾖｺﾊﾏ,青森県横浜町
209,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,東北町,とうほくまち,トウホクマチ,ﾄｳﾎｸﾏﾁ,東北,とうほく,トウホク,ﾄｳﾎｸ,青森県東北町
210,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,六ヶ所村,ろっかしょむら,ロッカショムラ,ﾛｯｶｼｮﾑﾗ,六ヶ所,ろっかしょ,ロッカショ,ﾛｯｶｼｮ,青森県六ヶ所村
211,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,おいらせ町,おいらせちょう,オイラセチョウ,ｵｲﾗｾﾁｮｳ,おいらせ,おいらせ,オイラセ,ｵｲﾗｾ,青森県おいらせ町
212,青森県,あおもりけん,アオモリケン,ｱｵﾓﾘｹﾝ,大間町,おおままち,オオママチ,ｵｵﾏﾏﾁ,大間,おおま,オオマ,ｵｵﾏ,青森県大間町
